title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1,latestDir,grp_mainLead,grp_co_lead1,grp_writer,grp_Editor,AllGenre,grp_proCm1,grp_proCm2,2ndgrp_mainLead,2ndgrp_co_lead1
Sliding Doors,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",5,966.6666666666666,Paramount Pictures,Miramax Films,Martyn John,Peter Howitt,John Smith,Gwyneth Paltrow,John Hannah,5,5,0,5,6,"Comedy,Drama,Fantasy,Romance",6,6,2,0
Tales from the Hood,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2,200.0,40 Acres & A Mule Filmworks,Savoy Pictures,Rusty Cundieff,Rusty Cundieff,Charles Bornstein,Clarence Williams III,Corbin Bernsen,2,2,0,2,2,"Crime,Horror,Thriller",2,1,1,0
The Last King of Scotland,"[{""id"": 18, ""name"": ""Drama""}]",4,800.4661666666667,Fox Searchlight Pictures,Cowboy Films,Neil Davidson,Kevin Macdonald,Justine Wright,Forest Whitaker,James McAvoy,4,4,3,4,4,Drama,6,0,2,2
Halloween 5: The Revenge of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2,232.84508000000002,Trans Pacific Films,,Michael Jacobs,Dominique Othenin-Girard,Charles Tetoni,Donald Pleasence,Danielle Harris,2,6,1,2,2,"Horror,Thriller",2,6,2,0
Bernie,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,184.1294,Castle Rock Entertainment,Horsethief Pictures,Sheila Steele,Richard Linklater,Sandra Adair,Jack Black,Shirley MacLaine,5,3,3,2,5,"Comedy,Crime,Drama",4,0,3,1
City Island,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2,111.17853333333333,Lucky Monkey Pictures,CineSon Entertainment,William J. Bresnan,Raymond De Felitta,David Leonard,Andy García,Julianna Margulies,2,2,0,2,2,"Drama,Comedy",2,0,2,0
The Guard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",3,326.0045666666667,UK Film Council,Crescendo Productions,Lawrence Atkinson,John Michael McDonagh,Chris Gill,Brendan Gleeson,Don Cheadle,3,3,2,3,6,"Action,Comedy,Thriller,Crime",4,0,1,1
The Virgin Suicides,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,173.48961666666668,American Zoetrope,,Robert McGee,Sofia Coppola,James Lyons,James Woods,Kathleen Turner,6,2,3,2,2,"Drama,Romance",6,6,1,1
Wish I Was Here,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1,99.69634545454545,Double Feature Films,Wild Bunch,Adam J. Braff,Zach Braff,Myron I. Kerstein,Zach Braff,Kate Hudson,5,5,3,1,5,"Drama,Comedy",3,6,2,3
Simply Irresistible,"[{""id"": 35, ""name"": ""Comedy""}]",1,73.31648333333334,New Regency Pictures,Taurus Film,John Fiedler,Mark Tarlov,Paul Karasick,Sarah Michelle Gellar,Sean Patrick Flanery,1,6,2,1,1,Comedy,1,0,2,1
Novocaine,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1,33.75396666666667,Numb Gums Production Inc.,,Michael Alden,David Atkins,Melody London,Chelcie Ross,Steve Martin,1,1,4,1,1,"Comedy,Crime,Thriller",1,6,1,3
The Wild Bunch,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",1,10.227932442325034,Warner Brothers/Seven Arts,,Tap Canutt,Sam Peckinpah,Lou Lombardo,William Holden,Ernest Borgnine,2,5,0,1,1,"Adventure,Western",1,6,1,0
The Wackness,"[{""id"": 18, ""name"": ""Drama""}]",1,48.33291666666666,SBK Pictures,Occupant Entertainment,Petra Korner,Jonathan Levine,Josh Noyes,Ben Kingsley,Famke Janssen,3,3,0,1,1,Drama,1,0,2,0
Beastmaster 2: Through the Portal of Time,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,14.48875,Les Films 21,Republic Pictures,Ken Hauser,Sylvio Tabet,Adam Bernardi,Marc Singer,Kari Wuhrer,1,1,0,1,3,"Action,Adventure,Fantasy,Science Fiction",1,0,1,0
The 5th Quarter,"[{""id"": 18, ""name"": ""Drama""}]",1,6.660183333333333,McCreary Entertainment,Angel City Pictures,Joel McDonell,Rick Bieber,Mark Conte,Aidan Quinn,Andie MacDowell,1,1,0,1,2,Drama,1,0,1,0
Snow Flower and the Secret Fan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",5,994.1651430916756,IDG China Media,,Yi Song 'Scarlet' Chen,Wayne Wang,Deirdre Slevin,Li Bingbing,Jun Ji-hyun,5,5,0,5,5,"Drama,History",5,6,1,0
Deadfall,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,0.552925,StudioCanal,Mutual Film Company,Puelo Deir,Stefan Ruzowitzky,Arthur Tarnowski,Eric Bana,Olivia Wilde,1,3,6,1,2,"Crime,Drama,Thriller",3,1,2,1
Videodrome,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,35.62565524193548,Universal Pictures,Famous Players Ltd,Frank C. Carere,David Cronenberg,Ronald Sanders,James Woods,Sonja Smits,2,2,0,1,2,"Horror,Mystery,Science Fiction",6,0,1,0
The Spanish Apartment,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1,73.54337735849057,Mate Producciones S.A.,,Cyril Moisson,Cédric Klapisch,Francine Sandberg,Romain Duris,Audrey Tautou,1,1,6,1,1,"Drama,Comedy,Romance",1,6,1,1
Song One,"[{""id"": 18, ""name"": ""Drama""}]",1,0.5375166666666666,Worldview Entertainment,,Sarah E. Johnson,Kate Barker-Froyland,Madeleine Gavin,Anne Hathaway,Johnny Flynn,1,3,0,1,2,Drama,4,6,2,0
Winter in Wartime,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,13.251199999999999,Max TV,Prime Time,Darius Bastys ,Martin Koolhoven,Job ter Burg,Martijn Lakemeier,Melody Klaver,1,1,0,1,1,"Drama,History,War",1,0,1,0
The Train,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2,117.24137931034481,Les Productions Artistes Associés,Les Films Ariane,Georges Bouban,John Frankenheimer,Gabriel Rongier,Burt Lancaster,Paul Scofield,3,6,4,2,2,"Action,Drama,Thriller,War",2,0,2,1
The Protector,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3,452.75968333333327,The Weinstein Company,Sahamongkol Film International,Stratos Gabrielidis,Prachya Pinkaew,Stratos Gabrielidis,Tony Jaa,Petchtai Wongkamlao,3,3,0,3,3,"Action,Crime,Drama,Thriller",6,0,1,0
Bend It Like Beckham,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6,2187.861779993423,Fox Searchlight Pictures,Kintop Pictures,Ralph Holes,Gurinder Chadha,Justin Krish,Parminder Nagra,Keira Knightley,6,6,4,6,6,"Comedy,Drama,Romance",6,0,1,2
Crossover,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2,120.6896551724138,360 Pictures,Dribble Productions,Kim C. Simms,Preston A. Whitmore II,Stuart Acher,Anthony Mackie,Marcello Thedford,2,2,0,2,2,"Action,Adventure,Drama",2,0,1,0
The Sting,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6,2902.115036363636,Universal Pictures,,Andrea E. Weaver,George Roy Hill,William Reynolds,Paul Newman,Robert Redford,6,6,3,6,6,"Comedy,Crime,Drama",6,6,3,3
Chariots of Fire,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",5,1072.2346181818182,Twentieth Century Fox Film Corporation,Warner Bros.,Hilary Steinberg,Hugh Hudson,Terry Rawlings,Ben Cross,Ian Charleson,5,5,0,5,5,"Drama,History",6,6,1,0
High Plains Drifter,"[{""id"": 37, ""name"": ""Western""}]",3,285.45454545454544,Universal Pictures,Malpaso Productions,James R. Alexander,Clint Eastwood,Ferris Webster,Clint Eastwood,Verna Bloom,5,6,0,3,4,Western,6,5,4,0
Mambo Italiano,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1,69.50646255368649,icon,,Martin Williams,Émile Gaudreault,Richard Comeau,Luke Kirby,Ginette Reno,1,1,0,1,1,"Comedy,Romance",1,6,1,0
Do the Right Thing,"[{""id"": 18, ""name"": ""Drama""}]",4,573.776076923077,Universal Pictures,40 Acres & A Mule Filmworks,Andy Duppin,Spike Lee,Barry Alexander Brown,Danny Aiello,Ossie Davis,4,4,2,4,4,Drama,6,2,1,0
Miss Julie,"[{""id"": 18, ""name"": ""Drama""}]",1,90.9090909090909,Maipo Film- og TV Produksjon,,Oliver Dungey,Liv Ullmann,Michal Leszczylowski,Jessica Chastain,Colin Farrell,1,5,4,1,1,Drama,1,6,2,3
Saw II,"[{""id"": 27, ""name"": ""Horror""}]",6,3823.127325,Lions Gate Films,Got Films,Liesl Deslauriers,Darren Lynn Bousman,Kevin Greutert,Tobin Bell,Shawnee Smith,6,6,0,6,6,Horror,6,0,2,0
10 Cloverfield Lane,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",4,721.9094733333334,Paramount Pictures,Bad Robot,Peter Amies,Dan Trachtenberg,Stefan Grube,Mary Elizabeth Winstead,John Goodman,4,4,4,4,4,"Thriller,Science Fiction,Drama",6,0,1,2
Jackass: The Movie,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 35, ""name"": ""Comedy""}]",5,1285.64624,Paramount Pictures,MTV Films,David Gale,Jeff Tremaine,Kristine Young Gaffney,Johnny Knoxville,Bam Margera,5,5,0,6,5,"Documentary,Comedy",6,4,2,0
Paranormal Activity 3,"[{""id"": 27, ""name"": ""Horror""}]",6,4114.07636,Paramount Pictures,Blumhouse Productions,Linda Huse,Ariel Schulman,Gregory Plotkin,Katie Featherston,Sprague Grayden,6,6,0,6,6,Horror,6,6,2,0
Ouija,"[{""id"": 27, ""name"": ""Horror""}]",6,2071.80542,Universal Pictures,Dentsu Inc.,Kristin Peterson,Stiles White,Ken Blackwell,Olivia Cooke,Ana Coto,6,6,0,6,6,Horror,6,0,1,0
A Nightmare on Elm Street 3: Dream Warriors,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,895.8644400000001,New Line Cinema,Smart Egg Pictures,Joel Fletcher,Chuck Russell,Chuck Weiss,Robert Englund,Patricia Arquette,6,5,2,4,4,"Horror,Thriller",6,0,3,1
Instructions Not Included,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6,1801.2219272727273,Filmax,Signature Entertainment,Martin Boege,Eugenio Derbez,Carlos Bolado,Loreto Peralta,Eugenio Derbez,6,6,0,6,6,"Comedy,Drama",6,0,1,0
Paranormal Activity 4,"[{""id"": 27, ""name"": ""Horror""}]",6,2856.35984,Paramount Pictures,Blumhouse Productions,Jenny Siff,Ariel Schulman,Gregory Plotkin,Katie Featherston,Kathryn Newton,6,6,0,6,6,Horror,6,6,2,0
The Robe,"[{""id"": 18, ""name"": ""Drama""}]",4,878.048780487805,Twentieth Century Fox Film Corporation,,Emile Santiago,Henry Koster,Barbara McLean,Richard Burton,Jean Simmons,4,4,3,4,4,Drama,6,6,1,1
The Return of the Pink Panther,"[{""id"": 35, ""name"": ""Comedy""}]",4,836.66694,United Artists,Jewel Productions,Peter MacDonald,Blake Edwards,Peter MacDonald,Peter Sellers,Christopher Plummer,4,4,2,4,4,Comedy,6,0,1,1
Freddy's Dead: The Final Nightmare,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}]",3,317.01848181818184,New Line Cinema,,Brian May,Rachel Talalay,Janice Hampton,Robert Englund,Lisa Zane,3,5,0,3,3,"Horror,Thriller,Comedy",6,6,3,0
Monster,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",4,754.7323,Newmarket Films,,Stephanie Lowell,Patty Jenkins,Jane Kurson,Charlize Theron,Christina Ricci,4,4,4,4,4,"Crime,Drama",4,6,2,1
"20,000 Leagues Under the Sea","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,564.0,Walt Disney Productions,,G.R. Danner,Richard Fleischer,Elmo Williams,Kirk Douglas,James Mason,4,4,3,4,5,"Adventure,Drama,Science Fiction",6,6,1,1
Paranormal Activity: The Marked Ones,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6,1727.24744,Blumhouse Productions,Room 101,Gonzalo Amat,Christopher B. Landon,Gregory Plotkin,Andrew Jacobs,Richard Cabral,6,6,0,6,6,"Horror,Thriller",6,6,1,0
The Elephant Man,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4,520.21728,Brooksfilms,,Brian Hathaway,David Lynch,Anne V. Coates,Anthony Hopkins,John Hurt,6,4,0,4,4,"Drama,History",4,6,3,0
Dallas Buyers Club,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",5,1103.9657,Universal Studios,Universal Pictures,Kurt and Bart,Jean-Marc Vallée,Martin Pensa,Matthew McConaughey,Jennifer Garner,5,5,3,5,5,"Drama,History",5,6,5,1
The Lazarus Effect,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",6,1942.7493333333334,Lionsgate,Blumhouse Productions,Asim Matin,David Gelb,Michael N. Knue,Olivia Wilde,Mark Duplass,6,6,6,6,6,"Thriller,Horror",6,6,1,1
Memento,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,441.3677333333333,Summit Entertainment,Newmarket Capital Group,Mikael Sandgren,Christopher Nolan,Dody Dorn,Guy Pearce,Carrie-Anne Moss,4,3,1,3,4,"Mystery,Thriller",6,0,2,1
Oculus,"[{""id"": 27, ""name"": ""Horror""}]",4,880.60492,Intrepid Pictures,Blumhouse Productions,Taylor Stewart,Mike Flanagan,Mike Flanagan,Karen Gillan,Brenton Thwaites,4,4,2,6,4,Horror,4,6,1,1
Clerks II,"[{""id"": 35, ""name"": ""Comedy""}]",4,537.76752,The Weinstein Company,View Askew Productions,James L. Venable,Kevin Smith,Kevin Smith,Brian O'Halloran,Jeff Anderson,6,6,0,4,6,Comedy,6,0,1,0
Billy Elliot,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",6,2200.0,BBC Films,Tiger Aspect Productions,Nevette Previd,Stephen Daldry,John Wilson,Jamie Bell,Julie Walters,6,6,0,6,6,"Drama,Comedy,Music",6,5,1,0
The Way Way Back,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4,504.31852173913046,Fox Searchlight Pictures,Odd Lot Entertainment,Jeremy Woodward,Jim Rash,Tatiana S. Riegel,Liam James,Steve Carell,4,4,5,4,4,"Comedy,Drama",6,0,1,3
Our Idiot Brother,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2,172.73593,The Weinstein Company,Likely Story,Eric D. Johnson,Jesse Peretz,Jacob Craycroft,Paul Rudd,Elizabeth Banks,2,3,0,2,2,"Comedy,Drama",6,4,2,0
Race,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",3,496.08258,Forecast Pictures,Solofilms,Julie Mignot,Stephen Hopkins,John Smith,Stephan James,Jason Sudeikis,3,3,4,3,6,"Action,Drama",3,0,1,1
"As Above, So Below","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,802.0,Universal Pictures,Legendary Pictures,Brian Wensel,John Erick Dowdle,Elliot Greenberg,Perdita Weeks,Ben Feldman,5,4,0,4,5,"Horror,Thriller",6,6,1,0
Still Alice,"[{""id"": 18, ""name"": ""Drama""}]",4,877.69304,Killer Films,Big Indie Pictures,Stacey Battat,Wash Westmoreland,Nicolas Chaudeurge,Julianne Moore,Alec Baldwin,4,5,4,4,4,Drama,4,0,3,1
The Egyptian,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",3,300.0,Twentieth Century Fox Film Corporation,,Paul S. Fox,Michael Curtiz,Barbara McLean,Jean Simmons,Victor Mature,5,3,0,3,4,"History,Drama",6,6,1,0
Friday the 13th Part VIII: Jason Takes Manhattan,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3,280.0,Paramount Pictures,Sean S. Cunningham Films,Randy Cheveldave,Rob Hedden,Steve Mirkovich,Kane Hodder,Jensen Daggett,3,4,0,3,4,"Horror,Thriller",6,0,2,0
My Big Fat Greek Wedding,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6,7374.880880000001,Home Box Office (HBO),Playtone,Chris Wilson,Joel Zwick,Mia Goldman,Nia Vardalos,John Corbett,6,6,3,6,6,"Comedy,Drama,Romance",6,2,1,1
Spring Breakers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",4,634.48568,RabbitBandini Productions,Division Films,Ron Finn,Harmony Korine,Douglas Crise,James Franco,Selena Gomez,4,4,1,4,4,"Drama,Crime",4,0,3,1
Halloween: The Curse of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3,302.33268,Miramax Films,,Ryan McCormick,Joe Chappelle,Randy Bricker,Donald Pleasence,Paul Rudd,3,6,3,3,3,"Horror,Thriller",6,6,2,2
Y Tu Mamá También,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,672.33384,Bésame Mucho Pictures,Producciones Anhelo,Miguel Ángel Álvarez,Alfonso Cuarón,Alex Rodríguez,Gael García Bernal,Diego Luna,4,5,2,4,4,"Drama,Romance",4,0,1,1
Shaun of the Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",4,750.9848,Universal Pictures,Big Talk Productions,Litza Bixler,Edgar Wright,Chris Dickens,Simon Pegg,Nick Frost,4,4,1,4,6,"Horror,Comedy",6,1,2,1
Lone Star,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",3,265.39926,Castle Rock Entertainment,Columbia Pictures Corporation,Caroline Rempher,John Sayles,John Sayles,Chris Cooper,Matthew McConaughey,3,3,5,3,3,"Drama,Mystery,Romance",4,6,1,5
Halloween 4: The Return of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3,355.37514,Dimension Films,,M.N. Sanousi,Dwight H. Little,Curtiss Clayton,Donald Pleasence,Ellie Cornell,3,6,0,3,3,"Horror,Thriller",4,6,2,0
Lone Wolf McQuade,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",2,244.65256000000002,1818,Lone Wolf McQuade Associates,Charlie Skeen,Steve Carver,Anthony Redman,Chuck Norris,David Carradine,2,2,6,2,2,"Action,Crime,Drama,Romance,Thriller,Western",2,0,1,1
Apollo 18,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,511.25847999999996,Bazelevs Production,Dimension Films,Koah Kruse,Gonzalo López-Gallego,Patrick Lussier,Ryan Robbins,Warren Christie,4,4,0,4,5,"Horror,Thriller,Science Fiction",6,4,1,0
Sunshine Cleaning,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3,323.48753999999997,Back Lot Pictures,Overture Films,Joanna Kennedy,Christine Jeffs,Heather Persons,Amy Adams,Emily Blunt,3,3,3,3,3,"Comedy,Drama",3,0,2,1
No Escape,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",5,1088.37744,Bold Films,Living Films,Warwick Sadler,John Erick Dowdle,Elliot Greenberg,Owen Wilson,Lake Bell,5,5,0,5,5,"Action,Thriller",5,0,4,0
A Farewell to Arms,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",4,625.0,Paramount Pictures,,Franklin Hansen,Frank Borzage,George Nichols Jr.,Helen Hayes,Gary Cooper,4,4,5,4,4,"Drama,Romance,War",6,6,1,1
The Barbarian Invasions,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1,42.904275,Pyramide Productions,Cinémaginaire Inc.,Jacques W. Benoit,Denys Arcand,Isabelle Dedieu,Rémy Girard,Stéphane Rousseau,1,1,0,1,1,"Comedy,Crime,Drama",1,0,1,0
Once Upon a Time in the West,"[{""id"": 37, ""name"": ""Western""}]",2,106.43016,Paramount Pictures,Rafran Cinematografica,Sergio Donati,Sergio Leone,Nino Baragli,Henry Fonda,Claudia Cardinale,6,3,0,2,2,Western,6,0,1,0
Moon,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2,195.20208,Liberty Films UK,Lunar Industries,Justin Lanchbury,Duncan Jones,Nicolas Gaster,Sam Rockwell,Kevin Spacey,3,2,6,2,2,"Science Fiction,Drama",2,0,2,3
Sea Rex 3D: Journey to a Prehistoric World,"[{""id"": 99, ""name"": ""Documentary""}]",1,81.48046,N3D Land Productions,Mantello Brothers Productions,Jiri Hanibal Jr.,Pascal Vuong,Hugo Caruana,Guillaume Denaiffe,Norbert Ferrer,1,1,0,1,1,Documentary,1,0,1,0
The Sweet Hereafter,"[{""id"": 18, ""name"": ""Drama""}]",1,65.2717,Fine Line Features,Alliance Communications,Alexander Reda,Atom Egoyan,Susan Shipton,Ian Holm,Caerthan Banks,1,1,0,1,1,Drama,3,0,1,0
Heavenly Creatures,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",1,60.9827,WingNut Films,Miramax Films,Bridget Bourke,Peter Jackson,Jamie Selkirk,Melanie Lynskey,Kate Winslet,5,1,5,1,5,"Drama,Fantasy",5,6,1,2
Everything Must Go,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,52.295460000000006,Birdsong Pictures,IM Global,Karen Mattingly,Dan Rush,Sandra Adair,Rebecca Hall,Will Ferrell,1,1,4,1,5,"Comedy,Drama,Romance",1,0,1,5
The Machinist,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2,164.0647,Filmax Entertainment,Castelao Producciones,Glòria Blanes,Brad Anderson,Luis de la Madrid,Christian Bale,Jennifer Jason Leigh,4,4,1,2,2,"Thriller,Drama",2,0,6,1
Rabbit Hole,"[{""id"": 18, ""name"": ""Drama""}]",2,102.58116,Olympus Pictures,,Anton Sanko,John Cameron Mitchell,Joe Klotz,Nicole Kidman,Aaron Eckhart,3,3,3,2,3,Drama,2,6,4,2
Party Monster,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1,14.85796,ContentFilm,,JoJo Whilden,Randy Barbato,Jeremy Simmons,Seth Green,Macaulay Culkin,1,3,6,1,1,"Comedy,Drama,Crime",1,6,1,1
Green Room,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1,64.40742,Film Science,Broad Green Pictures,Daniel Hammond,Jeremy Saulnier,Julia Bloch,Anton Yelchin,Imogen Poots,1,6,3,1,1,"Horror,Crime,Thriller",1,0,1,1
Atlas Shrugged Part III: Who is John Galt?,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1,16.93408,Atlas 3 Productions,,James Manera,James Manera,Tony Ciccone,Eric Allan Kramer,Rob Morrow,1,1,0,1,1,"Drama,Science Fiction,Mystery",1,6,1,0
Bottle Rocket,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1,8.000985714285715,Gracie Films,Columbia Pictures Corporation,Ray Zimmerman,Wes Anderson,David Moritz,Luke Wilson,Owen Wilson,4,3,5,1,4,"Comedy,Crime,Drama",4,6,2,4
